outlet,author,rating,text,date_posted,date_posted_normalized,review_id
Anytime Fitness City Square Mall,Junxian Tan,5,"Beat AF among all I have visited.
Clean. Space looks not big but Equipment smooth and enough.",a year ago,November 2024,ChdDSUhNMG9nS0VJQ0FnSUNqcUppbnJRRRAB
Anytime Fitness City Square Mall,darryl yeo,5,Staff were friendly and helpful! Rlly like this gym so far,a year ago,November 2024,ChZDSUhNMG9nS0VJQ0FnSUNYbF9qLVJ3EAE
Anytime Fitness City Square Mall,Jovan N,5,"Very clean gym, there is so many equipment, staff are very nice and respectful",a year ago,November 2024,ChZDSUhNMG9nS0VJQ0FnSUNEa2ZHa2Z3EAE
Anytime Fitness City Square Mall,Melvin Wong,5,Friendly staff and great service!,4 months ago,July 2025,Ci9DQUlRQUNvZENodHljRjlvT21oamNGUlBRVk4yWkZWcmFXRkZTSGRRVWtNMlZFRRAB
Anytime Fitness City Square Mall,Benjamin Chiew,5,"Pretty spacious and clean gym, love the ambience here!",a year ago,November 2024,ChdDSUhNMG9nS0VJQ0FnSURYb3AyODZBRRAB
Anytime Fitness City Square Mall,Richie Tiang,5,Amazing gym with spacious layout and good variety of equipment! 10/10 will come again for another workout!,a year ago,November 2024,ChdDSUhNMG9nS0VJQ0FnSUMxMk5mS2t3RRAB
Anytime Fitness City Square Mall,Lilyn,5,"Clean, machines are well maintained, friendly staff, nice vibe and atmosphere. Toilets and changing room are clean too.",a year ago,November 2024,ChdDSUhNMG9nS0VJQ0FnSURENi1xaDlRRRAB
Anytime Fitness City Square Mall,Eric Ng,5,Good outlet. Big with new and comprehensive equipment,7 months ago,April 2025,ChZDSUhNMG9nS0VJQ0FnTUNJcFl1ZEdBEAE
Anytime Fitness City Square Mall,Syahmi Roslan,5,very spacious gym and great atmosphere !,8 months ago,March 2025,ChdDSUhNMG9nS0VJQ0FnTUNRakxIeHBnRRAB
Anytime Fitness City Square Mall,Juinloong,5,Facilities are nice and clean!,3 months ago,August 2025,Ci9DQUlRQUNvZENodHljRjlvT2pCWlRtcG9lWEY0Tm0weU16Tm1WWEJzYjFKTllsRRAB
Anytime Fitness City Square Mall,Gremus Choo,5,"The staffs are friendly , gym is clean and well maintained as well",a year ago,November 2024,ChdDSUhNMG9nS0VJQ0FnSURYenNlcnlBRRAB
