Outlet,Aspect,Mention_Count,Avg_Sentiment,Positive_Pct,Negative_Pct
Anytime Fitness Guillemard,Facilities,6,0.4594416666666667,83.33,0.0
Anytime Fitness Guillemard,Cleanliness,5,-0.16288,40.0,60.0
Anytime Fitness Guillemard,Overall Experience,6,0.42449166666666666,83.33,16.67
Anytime Fitness Guillemard,Crowdedness,3,-0.18076666666666666,0.0,33.33
Anytime Fitness Guillemard,Staff/Service,7,0.1578714285714286,57.14,28.57
Anytime Fitness Guillemard,Price/Fees,2,0.32830000000000004,50.0,50.0
Anytime Fitness Guillemard,Location/Accessibility,2,0.5264,100.0,0.0
Anytime Fitness Balestier,Overall Experience,12,0.42421250000000005,83.33,8.33
Anytime Fitness Balestier,Staff/Service,21,0.525697619047619,85.71,14.29
Anytime Fitness Balestier,Equipment,15,0.23911422222222226,73.33,13.33
Anytime Fitness Balestier,Facilities,12,0.2860180555555556,66.67,16.67
Anytime Fitness Balestier,Price/Fees,6,0.0008833333333333471,33.33,33.33
Anytime Fitness Balestier,Cleanliness,7,0.2780142857142857,71.43,14.29
Anytime Fitness Balestier,Crowdedness,8,0.13888125,37.5,12.5
Anytime Fitness Balestier,Classes/Programs,6,0.4648833333333333,66.67,16.67
Anytime Fitness Balestier,Location/Accessibility,3,0.7685333333333334,100.0,0.0
Anytime Fitness Balestier,Policies/Contract,1,0.5106,100.0,0.0
Anytime Fitness Junction 9 Yishun,Equipment,56,0.3106267857142857,58.93,10.71
Anytime Fitness Junction 9 Yishun,Overall Experience,100,0.5058904333333333,84.0,9.0
Anytime Fitness Junction 9 Yishun,Cleanliness,49,0.5081316326530613,83.67,12.24
Anytime Fitness Junction 9 Yishun,Crowdedness,24,0.11109166666666669,41.67,12.5
Anytime Fitness Junction 9 Yishun,Staff/Service,221,0.5979330898513251,90.95,6.79
Anytime Fitness Junction 9 Yishun,Facilities,50,0.3958123333333334,72.0,16.0
Anytime Fitness Junction 9 Yishun,Price/Fees,42,0.14750198412698412,45.24,28.57
Anytime Fitness Junction 9 Yishun,Location/Accessibility,23,0.43791521739130423,73.91,8.7
Anytime Fitness Junction 9 Yishun,Policies/Contract,24,0.07748458333333334,37.5,41.67
Anytime Fitness Junction 9 Yishun,Classes/Programs,7,0.40952500000000003,71.43,0.0
Anytime Fitness D'Arena Jurong,Staff/Service,109,0.6593714067278289,95.41,0.92
Anytime Fitness D'Arena Jurong,Equipment,47,0.533972340425532,85.11,0.0
Anytime Fitness D'Arena Jurong,Facilities,71,0.5279143192488263,81.69,1.41
Anytime Fitness D'Arena Jurong,Overall Experience,67,0.6772963930348258,95.52,0.0
Anytime Fitness D'Arena Jurong,Cleanliness,33,0.5943333333333333,93.94,0.0
Anytime Fitness D'Arena Jurong,Price/Fees,5,0.301395,60.0,40.0
Anytime Fitness D'Arena Jurong,Crowdedness,9,0.1673111111111111,66.67,22.22
Anytime Fitness D'Arena Jurong,Classes/Programs,9,0.41873888888888894,77.78,0.0
Anytime Fitness D'Arena Jurong,Location/Accessibility,15,0.31690000000000007,66.67,6.67
Anytime Fitness D'Arena Jurong,Policies/Contract,9,0.43009629629629625,66.67,11.11
Anytime Fitness Changi,Staff/Service,62,0.6041841397849462,88.71,1.61
Anytime Fitness Changi,Facilities,29,0.4735313218390804,89.66,0.0
Anytime Fitness Changi,Overall Experience,42,0.6034013492063492,100.0,0.0
Anytime Fitness Changi,Crowdedness,6,0.18916666666666668,50.0,16.67
Anytime Fitness Changi,Cleanliness,27,0.5230061728395061,88.89,3.7
Anytime Fitness Changi,Policies/Contract,6,0.5914666666666666,83.33,0.0
Anytime Fitness Changi,Equipment,19,0.3839982456140351,73.68,0.0
Anytime Fitness Changi,Price/Fees,3,0.6516000000000001,100.0,0.0
Anytime Fitness Changi,Location/Accessibility,11,0.4111318181818182,63.64,0.0
Anytime Fitness Changi,Classes/Programs,2,0.7182999999999999,100.0,0.0
Anytime Fitness MacPherson,Facilities,11,0.18163636363636365,54.55,36.36
Anytime Fitness MacPherson,Overall Experience,17,0.5354607843137255,88.24,11.76
Anytime Fitness MacPherson,Staff/Service,24,0.50366875,79.17,20.83
Anytime Fitness MacPherson,Equipment,15,0.37894666666666665,66.67,13.33
Anytime Fitness MacPherson,Location/Accessibility,6,0.04096666666666667,16.67,16.67
Anytime Fitness MacPherson,Price/Fees,6,-0.05509166666666667,16.67,50.0
Anytime Fitness MacPherson,Crowdedness,10,0.21328500000000003,50.0,20.0
Anytime Fitness MacPherson,Cleanliness,10,0.23148,60.0,30.0
Anytime Fitness MacPherson,Policies/Contract,4,0.44782500000000003,75.0,25.0
Anytime Fitness MacPherson,Classes/Programs,2,-0.046150000000000024,50.0,50.0
Anytime Fitness Hougang Central,Staff/Service,77,0.6223744588744589,92.21,5.19
Anytime Fitness Hougang Central,Overall Experience,65,0.6042570512820511,93.85,6.15
Anytime Fitness Hougang Central,Cleanliness,30,0.4290166666666666,80.0,13.33
Anytime Fitness Hougang Central,Facilities,29,0.3348448275862068,72.41,10.34
Anytime Fitness Hougang Central,Location/Accessibility,25,0.39124200000000003,72.0,8.0
Anytime Fitness Hougang Central,Equipment,33,0.42558888888888885,75.76,6.06
Anytime Fitness Hougang Central,Crowdedness,12,0.205475,41.67,8.33
Anytime Fitness Hougang Central,Classes/Programs,5,0.40234000000000003,80.0,0.0
Anytime Fitness Hougang Central,Price/Fees,5,0.45408,80.0,20.0
Anytime Fitness Hougang Central,Policies/Contract,4,-0.119175,0.0,25.0
Anytime Fitness Chai Chee,Equipment,143,0.5249580419580419,82.52,2.1
Anytime Fitness Chai Chee,Price/Fees,19,0.37675,68.42,15.79
Anytime Fitness Chai Chee,Policies/Contract,17,0.4471274509803922,64.71,0.0
Anytime Fitness Chai Chee,Staff/Service,186,0.6572674283154122,96.24,1.61
Anytime Fitness Chai Chee,Overall Experience,117,0.6246413247863247,96.58,1.71
Anytime Fitness Chai Chee,Facilities,183,0.5387168695148203,85.79,1.64
Anytime Fitness Chai Chee,Crowdedness,36,0.34158611111111103,63.89,2.78
Anytime Fitness Chai Chee,Cleanliness,66,0.6225681818181819,92.42,3.03
Anytime Fitness Chai Chee,Location/Accessibility,48,0.4606319444444445,77.08,4.17
Anytime Fitness Chai Chee,Classes/Programs,8,0.2872625,62.5,25.0
Anytime Fitness Lower Peirce,Staff/Service,44,0.6849515151515151,95.45,4.55
Anytime Fitness Lower Peirce,Facilities,34,0.49451764705882345,76.47,8.82
Anytime Fitness Lower Peirce,Overall Experience,26,0.659128846153846,100.0,0.0
Anytime Fitness Lower Peirce,Cleanliness,42,0.6195511904761906,97.62,0.0
Anytime Fitness Lower Peirce,Equipment,28,0.6129164285714286,96.43,0.0
Anytime Fitness Lower Peirce,Location/Accessibility,18,0.29284444444444446,50.0,11.11
Anytime Fitness Lower Peirce,Policies/Contract,4,0.7946,100.0,0.0
Anytime Fitness Lower Peirce,Crowdedness,7,0.3022214285714286,71.43,14.29
Anytime Fitness Lower Peirce,Classes/Programs,4,0.400225,50.0,0.0
Anytime Fitness Lower Peirce,Price/Fees,4,0.638725,100.0,0.0
Anytime Fitness Mountbatten,Cleanliness,14,0.603282142857143,100.0,0.0
Anytime Fitness Mountbatten,Equipment,22,0.40858181818181816,81.82,9.09
Anytime Fitness Mountbatten,Staff/Service,44,0.5732003787878788,90.91,2.27
Anytime Fitness Mountbatten,Facilities,10,0.63612,100.0,0.0
Anytime Fitness Mountbatten,Overall Experience,19,0.6280447368421052,89.47,10.53
Anytime Fitness Mountbatten,Classes/Programs,7,0.4114214285714285,71.43,0.0
Anytime Fitness Mountbatten,Crowdedness,9,0.2003888888888889,44.44,11.11
Anytime Fitness Mountbatten,Location/Accessibility,7,0.5352357142857143,100.0,0.0
Anytime Fitness Mountbatten,Price/Fees,7,0.48524285714285714,85.71,0.0
Anytime Fitness Mountbatten,Policies/Contract,6,0.6059666666666667,83.33,0.0
Anytime Fitness Geylang Central,Equipment,40,0.46674625000000003,77.5,0.0
Anytime Fitness Geylang Central,Facilities,52,0.4999572115384615,82.69,0.0
Anytime Fitness Geylang Central,Cleanliness,38,0.5638644736842106,89.47,2.63
Anytime Fitness Geylang Central,Price/Fees,8,0.26991875,50.0,0.0
Anytime Fitness Geylang Central,Staff/Service,56,0.6268199404761905,92.86,7.14
Anytime Fitness Geylang Central,Overall Experience,59,0.5301028248587569,98.31,0.0
Anytime Fitness Geylang Central,Location/Accessibility,14,0.32416666666666666,64.29,7.14
Anytime Fitness Geylang Central,Policies/Contract,5,0.22347999999999998,60.0,40.0
Anytime Fitness Geylang Central,Crowdedness,12,0.32441666666666663,58.33,0.0
Anytime Fitness Geylang Central,Classes/Programs,6,0.5189,83.33,0.0
Anytime Fitness Geylang,Staff/Service,14,0.6051821428571429,92.86,0.0
Anytime Fitness Geylang,Policies/Contract,3,0.31540000000000007,66.67,33.33
Anytime Fitness Geylang,Overall Experience,6,0.481125,100.0,0.0
Anytime Fitness Geylang,Facilities,9,0.4942796296296296,88.89,11.11
Anytime Fitness Geylang,Location/Accessibility,6,0.28146666666666664,50.0,33.33
Anytime Fitness Geylang,Equipment,8,0.3827375,75.0,12.5
Anytime Fitness Geylang,Classes/Programs,2,0.0,0.0,0.0
Anytime Fitness Geylang,Cleanliness,4,0.6931,100.0,0.0
Anytime Fitness Geylang,Crowdedness,3,0.40576666666666666,66.67,0.0
Anytime Fitness Kembangan,Staff/Service,31,0.5294155913978494,80.65,12.9
Anytime Fitness Kembangan,Facilities,12,0.25238750000000004,75.0,25.0
Anytime Fitness Kembangan,Overall Experience,26,0.529565705128205,88.46,11.54
Anytime Fitness Kembangan,Cleanliness,10,0.4145499999999999,90.0,10.0
Anytime Fitness Kembangan,Location/Accessibility,5,0.31301999999999996,80.0,20.0
Anytime Fitness Kembangan,Crowdedness,11,0.18480909090909092,36.36,0.0
Anytime Fitness Kembangan,Equipment,14,0.25615000000000004,64.29,14.29
Anytime Fitness Kembangan,Classes/Programs,1,0.296,100.0,0.0
Anytime Fitness Kembangan,Price/Fees,6,0.06263333333333333,33.33,50.0
Anytime Fitness Kembangan,Policies/Contract,3,0.07973333333333332,33.33,66.67
Anytime Fitness Bukit Timah Central,Staff/Service,377,0.6789915473032714,95.23,1.86
Anytime Fitness Bukit Timah Central,Equipment,166,0.538857469879518,82.53,6.02
Anytime Fitness Bukit Timah Central,Price/Fees,20,0.3785425,70.0,25.0
Anytime Fitness Bukit Timah Central,Policies/Contract,12,0.6520333333333332,91.67,0.0
Anytime Fitness Bukit Timah Central,Crowdedness,35,0.35024,62.86,5.71
Anytime Fitness Bukit Timah Central,Facilities,132,0.5646015277777777,86.36,3.79
Anytime Fitness Bukit Timah Central,Overall Experience,179,0.6292675538707103,93.3,1.12
Anytime Fitness Bukit Timah Central,Cleanliness,145,0.6475448275862069,94.48,4.83
Anytime Fitness Bukit Timah Central,Location/Accessibility,52,0.4309052884615385,73.08,7.69
Anytime Fitness Bukit Timah Central,Classes/Programs,10,0.23448000000000002,50.0,10.0
Anytime Fitness Novena,Staff/Service,53,0.5169463836477988,84.91,13.21
Anytime Fitness Novena,Cleanliness,28,0.5089505952380954,82.14,10.71
Anytime Fitness Novena,Price/Fees,13,0.12093076923076923,38.46,23.08
Anytime Fitness Novena,Policies/Contract,9,0.19345,66.67,11.11
Anytime Fitness Novena,Overall Experience,22,0.5658159090909092,90.91,9.09
Anytime Fitness Novena,Equipment,21,0.44466785714285706,76.19,14.29
Anytime Fitness Novena,Facilities,24,0.5354739583333333,87.5,4.17
Anytime Fitness Novena,Location/Accessibility,13,0.3953576923076923,69.23,7.69
Anytime Fitness Novena,Classes/Programs,6,0.53505,83.33,0.0
Anytime Fitness Novena,Crowdedness,7,0.4532928571428571,85.71,0.0
Anytime Fitness Stevens,Staff/Service,19,0.4294642105263158,73.68,15.79
Anytime Fitness Stevens,Price/Fees,3,-0.11341111111111112,33.33,33.33
Anytime Fitness Stevens,Equipment,13,0.5036615384615385,84.62,0.0
Anytime Fitness Stevens,Facilities,11,0.357730303030303,72.73,9.09
Anytime Fitness Stevens,Overall Experience,12,0.42389999999999994,75.0,8.33
Anytime Fitness Stevens,Policies/Contract,3,0.030100000000000016,33.33,33.33
Anytime Fitness Stevens,Location/Accessibility,11,0.39626818181818185,90.91,9.09
Anytime Fitness Stevens,Cleanliness,12,0.4042416666666666,75.0,25.0
Anytime Fitness Stevens,Crowdedness,3,-0.16066666666666665,33.33,33.33
Anytime Fitness Stevens,Classes/Programs,2,0.6597500000000001,100.0,0.0
Anytime Fitness Greenwich V,Staff/Service,14,0.49082857142857145,78.57,14.29
Anytime Fitness Greenwich V,Cleanliness,11,0.600809090909091,100.0,0.0
Anytime Fitness Greenwich V,Equipment,11,0.37747787878787875,72.73,9.09
Anytime Fitness Greenwich V,Facilities,18,0.3821435185185186,83.33,11.11
Anytime Fitness Greenwich V,Overall Experience,11,0.4118439393939393,81.82,18.18
Anytime Fitness Greenwich V,Policies/Contract,6,0.4095166666666667,83.33,16.67
Anytime Fitness Greenwich V,Price/Fees,2,0.2202,50.0,0.0
Anytime Fitness Greenwich V,Crowdedness,6,0.4252833333333333,83.33,0.0
Anytime Fitness Greenwich V,Location/Accessibility,6,0.2503,66.67,0.0
Anytime Fitness Greenwich V,Classes/Programs,1,0.5859,100.0,0.0
Anytime Fitness Marine Parade Central,Staff/Service,52,0.5899209615384615,94.23,1.92
Anytime Fitness Marine Parade Central,Overall Experience,42,0.507334126984127,90.48,4.76
Anytime Fitness Marine Parade Central,Cleanliness,25,0.6533,100.0,0.0
Anytime Fitness Marine Parade Central,Equipment,41,0.4766427235772358,90.24,2.44
Anytime Fitness Marine Parade Central,Location/Accessibility,24,0.3667916666666667,70.83,8.33
Anytime Fitness Marine Parade Central,Price/Fees,6,0.4592833333333333,100.0,0.0
Anytime Fitness Marine Parade Central,Facilities,27,0.4434126543209876,77.78,7.41
Anytime Fitness Marine Parade Central,Crowdedness,8,0.177575,50.0,25.0
Anytime Fitness Marine Parade Central,Policies/Contract,4,0.660975,100.0,0.0
Anytime Fitness Marine Parade Central,Classes/Programs,1,0.0,0.0,0.0
Anytime Fitness New Upper Thomson,Location/Accessibility,34,0.4228044117647059,70.59,0.0
Anytime Fitness New Upper Thomson,Staff/Service,113,0.6598137168141592,97.35,1.77
Anytime Fitness New Upper Thomson,Overall Experience,71,0.5767274647887325,91.55,2.82
Anytime Fitness New Upper Thomson,Cleanliness,65,0.610124358974359,93.85,1.54
Anytime Fitness New Upper Thomson,Facilities,44,0.5465272727272728,86.36,4.55
Anytime Fitness New Upper Thomson,Equipment,51,0.48734764705882355,86.27,0.0
Anytime Fitness New Upper Thomson,Price/Fees,6,0.35146666666666665,83.33,0.0
Anytime Fitness New Upper Thomson,Classes/Programs,10,0.47323000000000004,80.0,0.0
Anytime Fitness New Upper Thomson,Crowdedness,31,0.40724032258064524,64.52,0.0
Anytime Fitness New Upper Thomson,Policies/Contract,3,0.2958,66.67,33.33
Anytime Fitness Geylang Bahru,Staff/Service,227,0.6455251835535976,96.04,1.32
Anytime Fitness Geylang Bahru,Facilities,47,0.5558840425531916,87.23,4.26
Anytime Fitness Geylang Bahru,Overall Experience,111,0.6127072072072071,96.4,0.0
Anytime Fitness Geylang Bahru,Cleanliness,75,0.5862933333333332,93.33,5.33
Anytime Fitness Geylang Bahru,Equipment,46,0.3972141304347826,73.91,8.7
Anytime Fitness Geylang Bahru,Crowdedness,21,0.3784119047619048,71.43,4.76
Anytime Fitness Geylang Bahru,Location/Accessibility,27,0.4414777777777777,74.07,3.7
Anytime Fitness Geylang Bahru,Policies/Contract,8,0.6524000000000001,100.0,0.0
Anytime Fitness Geylang Bahru,Classes/Programs,7,0.24964285714285714,71.43,14.29
Anytime Fitness Geylang Bahru,Price/Fees,38,0.47972368421052625,76.32,2.63
Anytime Fitness Raffles Place,Staff/Service,92,0.6489866847826087,95.65,4.35
Anytime Fitness Raffles Place,Cleanliness,39,0.6980863247863248,100.0,0.0
Anytime Fitness Raffles Place,Overall Experience,40,0.5482252083333334,87.5,7.5
Anytime Fitness Raffles Place,Facilities,33,0.3995340909090909,72.73,9.09
Anytime Fitness Raffles Place,Location/Accessibility,17,0.511764705882353,82.35,0.0
Anytime Fitness Raffles Place,Equipment,34,0.44782529411764704,76.47,8.82
Anytime Fitness Raffles Place,Price/Fees,14,0.30107142857142855,64.29,7.14
Anytime Fitness Raffles Place,Crowdedness,16,0.25858020833333334,56.25,12.5
Anytime Fitness Raffles Place,Policies/Contract,6,0.38015,66.67,33.33
Anytime Fitness Raffles Place,Classes/Programs,3,0.7806333333333333,100.0,0.0
Anytime Fitness New Tech Park,Staff/Service,213,0.64232034428795,94.84,1.88
Anytime Fitness New Tech Park,Cleanliness,80,0.5724525,92.5,5.0
Anytime Fitness New Tech Park,Equipment,48,0.4466088541666667,75.0,8.33
Anytime Fitness New Tech Park,Facilities,58,0.5628433908045977,87.93,3.45
Anytime Fitness New Tech Park,Price/Fees,26,0.44402692307692304,76.92,3.85
Anytime Fitness New Tech Park,Policies/Contract,12,0.5326083333333335,83.33,0.0
Anytime Fitness New Tech Park,Location/Accessibility,30,0.5528466666666667,86.67,3.33
Anytime Fitness New Tech Park,Overall Experience,87,0.6582683908045979,96.55,2.3
Anytime Fitness New Tech Park,Classes/Programs,37,0.48575135135135133,78.38,0.0
Anytime Fitness New Tech Park,Crowdedness,19,0.30747368421052634,57.89,21.05
Anytime Fitness Teck Whye,Staff/Service,39,0.6358850427350426,92.31,5.13
Anytime Fitness Teck Whye,Crowdedness,3,0.20796666666666666,33.33,0.0
Anytime Fitness Teck Whye,Location/Accessibility,5,0.14992,40.0,20.0
Anytime Fitness Teck Whye,Overall Experience,10,0.6711483333333332,90.0,10.0
Anytime Fitness Teck Whye,Cleanliness,8,0.409925,75.0,12.5
Anytime Fitness Teck Whye,Equipment,8,0.1798125,50.0,12.5
Anytime Fitness Teck Whye,Price/Fees,6,0.014050000000000007,33.33,33.33
Anytime Fitness Teck Whye,Facilities,10,0.34924,60.0,10.0
Anytime Fitness Teck Whye,Policies/Contract,1,0.8341,100.0,0.0
Anytime Fitness Bishan,Equipment,16,0.47488125,81.25,6.25
Anytime Fitness Bishan,Crowdedness,11,0.33045454545454545,72.73,18.18
Anytime Fitness Bishan,Location/Accessibility,9,0.4101888888888889,66.67,11.11
Anytime Fitness Bishan,Classes/Programs,10,0.21682999999999994,60.0,10.0
Anytime Fitness Bishan,Staff/Service,19,0.26073421052631585,73.68,26.32
Anytime Fitness Bishan,Overall Experience,15,0.6446188888888891,100.0,0.0
Anytime Fitness Bishan,Cleanliness,11,0.4910272727272727,90.91,0.0
Anytime Fitness Bishan,Facilities,13,0.6905000000000001,100.0,0.0
Anytime Fitness Bishan,Policies/Contract,2,-0.14975,50.0,50.0
Anytime Fitness Bishan,Price/Fees,1,-0.0772,0.0,100.0
Anytime Fitness Sunshine Place,Staff/Service,24,0.6224525,87.5,4.17
Anytime Fitness Sunshine Place,Cleanliness,7,0.3972428571428571,85.71,14.29
Anytime Fitness Sunshine Place,Facilities,11,0.4959409090909091,90.91,0.0
Anytime Fitness Sunshine Place,Classes/Programs,1,0.63295,100.0,0.0
Anytime Fitness Sunshine Place,Equipment,8,0.340475,62.5,0.0
Anytime Fitness Sunshine Place,Crowdedness,6,0.13005833333333333,33.33,33.33
Anytime Fitness Sunshine Place,Overall Experience,21,0.5646514285714285,90.48,4.76
Anytime Fitness Sunshine Place,Location/Accessibility,4,0.1101625,50.0,0.0
Anytime Fitness Sunshine Place,Price/Fees,4,0.19479166666666667,75.0,25.0
Anytime Fitness Sunshine Place,Policies/Contract,5,0.2472,60.0,20.0
Anytime Fitness City Hall,Facilities,67,0.41663557213930347,76.12,2.99
Anytime Fitness City Hall,Classes/Programs,22,0.3857537878787879,77.27,9.09
Anytime Fitness City Hall,Overall Experience,70,0.5214623333333332,87.14,7.14
Anytime Fitness City Hall,Cleanliness,41,0.4453382113821139,82.93,12.2
Anytime Fitness City Hall,Staff/Service,85,0.5401799019607842,84.71,9.41
Anytime Fitness City Hall,Policies/Contract,10,0.19022750000000002,50.0,20.0
Anytime Fitness City Hall,Equipment,54,0.32877852733686064,64.81,9.26
Anytime Fitness City Hall,Crowdedness,26,0.22147692307692307,61.54,15.38
Anytime Fitness City Hall,Location/Accessibility,27,0.41567407407407403,85.19,7.41
Anytime Fitness City Hall,Price/Fees,13,0.22573461538461534,61.54,23.08
Anytime Fitness Cantonment Road,Staff/Service,18,0.39625,72.22,27.78
Anytime Fitness Cantonment Road,Cleanliness,11,0.258790909090909,72.73,27.27
Anytime Fitness Cantonment Road,Equipment,26,0.2317570512820513,65.38,15.38
Anytime Fitness Cantonment Road,Crowdedness,10,0.2386,60.0,10.0
Anytime Fitness Cantonment Road,Overall Experience,17,0.37370294117647057,76.47,23.53
Anytime Fitness Cantonment Road,Facilities,20,0.1681525,50.0,30.0
Anytime Fitness Cantonment Road,Location/Accessibility,9,0.1591111111111111,33.33,11.11
Anytime Fitness Cantonment Road,Classes/Programs,1,0.2732,100.0,0.0
Anytime Fitness Cantonment Road,Price/Fees,6,0.10201666666666669,50.0,33.33
Anytime Fitness Cantonment Road,Policies/Contract,3,0.019533333333333347,33.33,33.33
Anytime Fitness Potong Pasir,Equipment,39,0.3756192307692308,79.49,7.69
Anytime Fitness Potong Pasir,Staff/Service,104,0.6101521634615386,92.31,4.81
Anytime Fitness Potong Pasir,Cleanliness,29,0.5548689655172414,82.76,3.45
Anytime Fitness Potong Pasir,Facilities,39,0.408487905982906,74.36,5.13
Anytime Fitness Potong Pasir,Classes/Programs,16,0.34305625,62.5,12.5
Anytime Fitness Potong Pasir,Overall Experience,77,0.5792634199134199,96.1,1.3
Anytime Fitness Potong Pasir,Location/Accessibility,30,0.49126777777777775,80.0,0.0
Anytime Fitness Potong Pasir,Price/Fees,15,0.16404166666666667,60.0,40.0
Anytime Fitness Potong Pasir,Crowdedness,19,0.2001842105263158,36.84,21.05
Anytime Fitness Potong Pasir,Policies/Contract,11,0.5189075757575756,90.91,0.0
Anytime Fitness Hong Kah North CC,Staff/Service,12,0.58125,83.33,16.67
Anytime Fitness Hong Kah North CC,Price/Fees,2,0.0761,50.0,0.0
Anytime Fitness Hong Kah North CC,Policies/Contract,1,0.0258,0.0,0.0
Anytime Fitness Hong Kah North CC,Overall Experience,9,0.5207777777777778,88.89,11.11
Anytime Fitness Hong Kah North CC,Cleanliness,8,0.41912499999999997,62.5,0.0
Anytime Fitness Hong Kah North CC,Facilities,10,0.4438066666666667,70.0,0.0
Anytime Fitness Hong Kah North CC,Equipment,7,0.44415714285714286,85.71,0.0
Anytime Fitness Hong Kah North CC,Location/Accessibility,4,0.0004250000000000087,25.0,25.0
Anytime Fitness Hong Kah North CC,Crowdedness,1,0.4019,100.0,0.0
Anytime Fitness Grantral Complex,Staff/Service,116,0.5133847701149425,91.38,2.59
Anytime Fitness Grantral Complex,Equipment,48,0.19380802083333334,52.08,27.08
Anytime Fitness Grantral Complex,Facilities,60,0.2648784444444444,65.0,10.0
Anytime Fitness Grantral Complex,Policies/Contract,6,0.08131666666666669,50.0,33.33
Anytime Fitness Grantral Complex,Location/Accessibility,13,0.3246435897435897,61.54,15.38
Anytime Fitness Grantral Complex,Overall Experience,80,0.5904022916666666,90.0,7.5
Anytime Fitness Grantral Complex,Price/Fees,36,0.3538611111111111,80.56,5.56
Anytime Fitness Grantral Complex,Cleanliness,35,0.24922285714285713,65.71,31.43
Anytime Fitness Grantral Complex,Crowdedness,14,0.006745238095238096,35.71,42.86
Anytime Fitness Grantral Complex,Classes/Programs,8,0.40750624999999996,75.0,25.0
Anytime Fitness Wheelock Place,Staff/Service,129,0.7032700904392765,97.67,0.0
Anytime Fitness Wheelock Place,Cleanliness,61,0.5723131147540983,91.8,4.92
Anytime Fitness Wheelock Place,Facilities,70,0.5176447619047618,81.43,4.29
Anytime Fitness Wheelock Place,Equipment,50,0.46180299999999996,76.0,8.0
Anytime Fitness Wheelock Place,Location/Accessibility,33,0.44188863636363634,78.79,0.0
Anytime Fitness Wheelock Place,Overall Experience,67,0.6286942786069653,97.01,1.49
Anytime Fitness Wheelock Place,Crowdedness,22,0.24591969696969693,50.0,4.55
Anytime Fitness Wheelock Place,Policies/Contract,8,0.31689375,62.5,25.0
Anytime Fitness Wheelock Place,Classes/Programs,14,0.46226071428571425,85.71,0.0
Anytime Fitness Wheelock Place,Price/Fees,8,0.07556624999999997,25.0,37.5
Anytime Fitness Pasir Ris Elias CC,Staff/Service,81,0.6294475308641975,93.83,2.47
Anytime Fitness Pasir Ris Elias CC,Cleanliness,7,0.5082642857142857,85.71,14.29
Anytime Fitness Pasir Ris Elias CC,Price/Fees,12,0.4207416666666666,66.67,8.33
Anytime Fitness Pasir Ris Elias CC,Overall Experience,55,0.5670824848484848,90.91,1.82
Anytime Fitness Pasir Ris Elias CC,Policies/Contract,11,0.21825454545454545,54.55,27.27
Anytime Fitness Pasir Ris Elias CC,Classes/Programs,15,0.3574511111111111,66.67,6.67
Anytime Fitness Pasir Ris Elias CC,Equipment,18,0.2848388888888889,61.11,11.11
Anytime Fitness Pasir Ris Elias CC,Facilities,16,0.38988125000000007,75.0,18.75
Anytime Fitness Pasir Ris Elias CC,Location/Accessibility,8,0.5346375,87.5,0.0
Anytime Fitness Pasir Ris Elias CC,Crowdedness,1,0.0,0.0,0.0
Anytime Fitness Upper Changi,Staff/Service,12,0.7542208333333335,100.0,0.0
Anytime Fitness Upper Changi,Cleanliness,6,0.5250166666666667,100.0,0.0
Anytime Fitness Upper Changi,Facilities,4,0.4703875,75.0,25.0
Anytime Fitness Upper Changi,Location/Accessibility,7,0.5332000000000001,85.71,14.29
Anytime Fitness Upper Changi,Overall Experience,9,0.5690722222222222,88.89,0.0
Anytime Fitness Upper Changi,Equipment,7,0.7135499999999999,85.71,0.0
Anytime Fitness Upper Changi,Crowdedness,3,0.07993333333333336,33.33,66.67
Anytime Fitness Upper Changi,Classes/Programs,4,0.34609999999999996,75.0,0.0
Anytime Fitness Upper Changi,Price/Fees,1,-0.3919,0.0,100.0
Anytime Fitness Serangoon Garden,Staff/Service,120,0.648933382936508,94.17,4.17
Anytime Fitness Serangoon Garden,Cleanliness,74,0.6300297297297297,94.59,2.7
Anytime Fitness Serangoon Garden,Classes/Programs,12,0.46039166666666675,83.33,16.67
Anytime Fitness Serangoon Garden,Overall Experience,73,0.5817570776255707,90.41,5.48
Anytime Fitness Serangoon Garden,Equipment,76,0.45633574561403517,81.58,2.63
Anytime Fitness Serangoon Garden,Policies/Contract,12,0.3909416666666667,58.33,8.33
Anytime Fitness Serangoon Garden,Crowdedness,32,0.32447187499999997,56.25,6.25
Anytime Fitness Serangoon Garden,Location/Accessibility,47,0.43663404255319155,76.6,2.13
Anytime Fitness Serangoon Garden,Facilities,79,0.5111006329113923,84.81,3.8
Anytime Fitness Serangoon Garden,Price/Fees,8,0.19918750000000002,50.0,12.5
Anytime Fitness Marsiling MRT,Staff/Service,6,0.6038833333333332,100.0,0.0
Anytime Fitness Marsiling MRT,Equipment,7,0.29866,57.14,0.0
Anytime Fitness Marsiling MRT,Price/Fees,2,0.44065,100.0,0.0
Anytime Fitness Marsiling MRT,Location/Accessibility,7,0.36736428571428575,71.43,14.29
Anytime Fitness Marsiling MRT,Overall Experience,9,0.533911111111111,88.89,11.11
Anytime Fitness Marsiling MRT,Facilities,6,0.4160333333333334,66.67,0.0
Anytime Fitness Marsiling MRT,Cleanliness,4,0.6598499999999999,100.0,0.0
Anytime Fitness Marsiling MRT,Crowdedness,2,0.0,0.0,0.0
Anytime Fitness Marsiling MRT,Policies/Contract,1,-0.34,0.0,100.0
Anytime Fitness Harbourfront,Staff/Service,86,0.5878394961240311,89.53,3.49
